,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material,total_material
Region,class_ 1,class_ 2,class_ 3,class_ 4,class_ 5,class_ 6,class_ 7,class_ 8,class_ 9,class_ 10,class_ 11,class_ 12,class_ 13,class_ 14,class_ 15,class_ 16,class_ 17,class_ 18,class_ 19,class_ 20,class_ 21,class_ 22,class_ 23,class_ 24,class_ 25,class_ 26
time,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,1561787.306102562,10685213.253160309,2258183.378171457,1765922.1804618062,4498028.182133557,4479423.114544817,5524227.610230573,13390606.757032445,5608666.398178274,1070514.0546265931,12077567.861234924,1926639.2016152288,1677522.5859085633,499770.5083390509,1256277.494436992,2196382.0620516925,7561962.363229457,18251412.088382546,836705.9646437109,11723163.514783142,5403102.354557938,6754310.361132799,2658148.5435104677,1445171.216305825,7749844.176917536,3895535.267088477
2082,1567987.4035348722,10683177.7441194,2291289.963053544,1800404.474269412,4519253.733163065,4512612.620744502,5608151.499930097,13819133.617925676,5813741.4749716725,1081710.8286252315,12293101.093727257,1922485.3719025303,1696094.3219595596,512087.7079611397,1308139.5414581562,2224544.423362056,7629203.214226558,18668038.3016259,842383.8285058879,11879830.810550475,5469354.677618592,6814383.56959144,2669289.9621144887,1448436.2284408151,7955145.6676250445,4024413.6612995462
2083,1569248.7659483056,10492138.678546451,2312672.949305866,1824253.7126939734,4536559.6583899595,4540458.680137189,5695144.850953857,14259269.748777172,6013558.733773025,1084171.5434759343,12267584.812351791,1949457.2517652838,1720519.24264122,512120.1255784116,1333717.4058582643,2199777.7936056973,7688593.338459179,19089619.46660653,848677.0971352794,11933282.771277951,5533875.973896972,6887030.353898308,2659701.5383288674,1447661.6805006668,8165641.343535742,4159644.2658357923
2084,1560628.3517046059,10174579.819538536,2322423.863108731,1839038.5316929303,4559036.004585054,4575281.865382388,5783977.629484584,14708727.804266177,6220871.141529242,1083620.284290094,12195028.796662651,1919378.4303793572,1736060.481875699,513775.129526075,1387920.7777639234,2217052.2855167068,7740052.825834397,19504703.312217582,837482.63977959,11908641.74852065,5582230.868866179,6979087.495842121,2662468.3415034404,1444337.162712781,8358789.915283373,4296019.797439962
2085,1544244.04534551,9943887.107589597,2337673.505707569,1856488.3925577688,4574663.005387688,4611069.711199638,5872926.013567229,15130025.297746068,6423679.360949862,1086483.0085762225,12112679.806001712,1875901.8291647383,1736556.0604096712,525736.7157537042,1453641.6548898325,2234863.6981161744,7791378.687851035,19888213.315994147,825954.4142920355,11789391.560339583,5611858.103197684,7072287.9310959205,2632597.0203072177,1440710.5600118693,8530476.188366467,4414333.468303497
2086,1501989.3611228138,9730552.732735557,2336567.4867112082,1869303.8353626812,4580437.343617048,4605907.329180979,5938344.509020208,15787913.227887144,6705030.510653005,1097462.0499139507,12163642.994467823,1952533.9381686717,1722499.4969616795,532825.3535339322,1477268.5166247431,2227764.32592243,7788863.590401492,20104792.934642572,820049.4849350825,11815821.749018157,5603591.914528827,7082540.419129961,2636832.369775728,1417941.5093442015,8768423.313456174,4592401.025625714
2087,1480522.0290748095,9641574.976828165,2350763.4545866707,1886400.2724057324,4590846.209735788,4616953.265672868,6030651.557727375,16221238.46304473,6909872.871342095,1107429.683305204,12153081.33545505,1950407.091847633,1716998.5352918815,527240.6964079357,1453787.5482961459,2237947.104824324,7833318.780489324,20492122.01658325,814007.530048133,11801211.98857114,5646587.400877454,7148871.253590803,2625655.176074044,1413053.4444687688,8990146.083262911,4724421.047937689
2088,1461910.6838677372,9577439.978465924,2385748.8132267287,1903171.4629988864,4588015.989414821,4654977.050379045,6150315.763265797,16752418.596999448,7135351.945546454,1115468.559360065,12139515.12485728,1943328.919470811,1709546.8366784034,527139.1914913461,1431215.8001514496,2262056.940483837,7930392.183676443,20961733.66016556,810631.0411437094,11759157.418276198,5730695.702616465,7257055.642905963,2617280.2338539152,1409316.5712205276,9241421.111533746,4866692.077991861
2089,1445331.243711659,9614955.868065206,2442019.651482216,1921673.8858446253,4586717.123845236,4724780.76320861,6286196.910765804,17280626.234633084,7377263.539452463,1124849.2006927773,12165193.298734883,1949176.398300764,1708622.6300262355,532375.391120253,1442320.7560479809,2319197.1602253113,8060249.383592913,21480056.56707839,826352.4682709711,11715491.591928665,5889249.095063451,7397490.488614801,2609505.533822076,1403477.878170053,9489823.584957458,5017159.217671678
2090,1439248.2476854494,9877064.794421585,2476957.09108766,1942627.9935949212,4616457.83422899,4769722.533033304,6399030.107091348,17803087.44669958,7608874.890989856,1140797.2315147338,12184400.071786812,1942307.185904781,1713461.289233161,540563.6926971083,1466637.4224839243,2377478.2438544473,8133323.309769163,21915218.35284385,845523.6810592777,11780039.03944547,6005549.89744514,7517851.60705433,2602145.4067882164,1411861.444078886,9716796.15131567,5157217.705611136
2091,1462680.0894083965,9993412.593271961,2463543.257888435,1959968.5381014952,4654429.9783119215,4761199.936957939,6444851.5284463605,18521918.135493517,7904181.200369175,1155604.1691325512,12084792.5523007,1944949.737484146,1708855.620145221,547346.2791453677,1503927.4055797453,2400640.56265681,8090144.701936782,22163194.053951524,827571.6392838475,12016943.472805865,6011235.3164093075,7551554.82922224,2594339.513663125,1425630.7784531417,9959101.66396263,5357049.108887885
2092,1428211.3631958708,9929966.40084896,2474006.7436813363,1981003.5971463919,4639335.72687057,4775718.898233173,6535306.823674381,18982388.34995618,8134378.066088712,1161912.540694119,12034071.754531879,1932335.745951631,1707213.398826664,548178.1970687505,1533262.5315866238,2331207.7725033793,8075353.6406056965,22552613.766593054,792795.7072857732,11928533.29363935,5994665.9457980795,7634159.802211066,2576761.519250604,1395376.161815515,10140846.98355336,5496189.768224028
2093,1383121.4144635447,9843445.953764942,2491964.3531375714,2000325.7411363742,4614002.343971723,4801992.55586915,6641081.616868922,19474041.06516102,8375527.114082238,1173326.2853238757,11989151.367801191,1922991.9294124304,1699727.0196200511,548376.3829834508,1549871.8626565987,2295524.163860144,8093248.478821906,22977465.7029569,775984.4255521162,11797448.249080455,6008345.988379105,7702072.263495914,2556519.9256641814,1362403.6205781507,10338795.637678249,5636144.999617857
2094,1369795.489733914,9908350.077072736,2512817.663938653,2020410.4982358317,4597148.895128362,4821293.571004442,6743366.420774383,19978577.355253324,8620114.452365436,1210807.6436014932,11992633.080966398,1921193.1370492936,1687858.9387046266,547430.1654539312,1564545.4317109326,2309356.01660449,8126312.979553729,23346118.558191516,770939.4545470239,11744753.490568127,6040961.582832306,7740654.716258416,2538339.0560324225,1349429.9167559505,10556020.37331868,5767861.883345208
2095,1350077.7799697844,9904749.582813002,2522613.7713831207,2045170.5323419124,4582096.388581302,4827047.94775175,6833892.314742234,20451664.69281209,8853811.277303694,1225189.494393052,12105531.963022789,1955678.2519079295,1676471.2089109886,546823.3061679064,1584982.4231172018,2351247.8033870333,8159012.171038275,23702057.07283927,772974.0724871259,11661769.909061989,6065667.750752697,7776099.732764302,2529798.6422047517,1336600.0741212599,10792468.200953843,5901002.132259836
2096,1331008.452400636,9656348.34865691,2506753.725273869,2065785.1525194603,4575949.416028553,4807633.564504405,6860355.016463684,21148702.458208267,9151096.646245632,1229904.9405143114,12098173.499735173,2010341.7252334256,1661357.9198082143,546942.8079726242,1604562.940141559,2365270.5202551424,8133171.718593706,24020739.7129044,787814.5142610826,11615118.50182933,6066756.777413691,7766098.369588151,2529017.8278966346,1311718.3615893102,11059484.394139145,6090218.977641703
2097,1317214.7395864676,9413155.100531379,2502746.666115127,2081936.9203030455,4556542.738885483,4799484.626038552,6941860.68708093,21621294.895186454,9357419.700387148,1231763.2733864987,12044500.873578988,2033856.1507724526,1663465.2483309356,551014.0140455299,1628010.185919237,2338404.4140943307,8144031.412608546,24373448.96871138,785982.5071884317,11538965.631548686,6041664.937018974,7821365.997549263,2529392.94284642,1298798.1477629547,11290613.287603436,6220729.384566413
2098,1308532.4724132607,9242500.241094552,2498681.6869719033,2101440.471405893,4562506.380942679,4813126.0759129645,7021862.5759761995,22091682.562073246,9561859.697012447,1231336.6774883014,11968540.359040046,2033883.949579237,1675466.7360486211,561599.3766212704,1724828.0835839424,2355081.586218704,8155631.819144163,24754573.223042335,773940.3204342735,11573378.69755321,6019808.464710844,7895629.001766738,2501732.405700886,1286509.7945309512,11507318.51676638,6340154.63608088
2099,1301411.6515049238,9170852.677110579,2496678.77845849,2127671.061831274,4580659.534406742,4835698.018944599,7103614.621895646,22543294.54434646,9770807.966413124,1235127.4309644261,11934196.541147599,2034177.9987792845,1685609.807738398,573759.5549729443,1774508.6243549886,2370477.0409587217,8163964.858031491,25119533.87756356,764294.3958986506,11627506.344692606,6008489.7054267395,7962304.894019735,2460003.968367384,1278995.200247195,11726696.867782585,6471429.769190918
2100,1297968.0380785975,9192770.674010012,2494330.63365988,2154726.2618241617,4584101.273273004,4865116.625794079,7191664.385485069,22996900.672472328,9972983.193757223,1241207.4498232752,11913252.379519247,2048184.7881374743,1688299.2808522654,578070.5680200262,1778570.2647555694,2352861.3458088194,8173819.599961905,25492053.914759878,755488.8492287506,11659184.320895923,6018324.067249043,8015543.389728446,2430525.6840651734,1268260.2303940882,11971661.264921416,6604442.481065077
