! Data imported from: X:\user\arpf\Environments\IMAGE_Materials\2_TIMER\outputlib\TIMER_3_4\IMAGE_Materials\SSP2\T2RT\endem\transport\trp_frgt_Tkm.out;;;;;;;;;
real main.em.dem.trp.frgt.ProjF.TkmGlobalTot[28,8](t) = [;;;;;;;;;
unit= million Tkm;;conversionfactor =0.001;;;;;;;
;;national shipping;train;medium truck;heavy truck;plane;international shipping;;total
t;DIM_ 1;class_ 1;class_ 2;class_ 3;class_ 4;class_ 5;class_ 6;class_ 7;class_ 8
2073;25;495554.7;98687.66;205632.2;1074276;18738.32;3766598;0;5659487
2073;26;86574.06;79003.43;187603.4;429977.7;7954.99;3023197;0;3814310
2073;27;0;0;0;0;0;0;0;0
2073;28;1.77E+07;8141916;9576900;2.96E+07;1375735;1.71E+08;0;2.37E+08
2074;1;420039.2;514445.2;169601.3;456627.6;27239.62;3620470;0;5208423
2074;2;2402781;3147053;1451861;3980072;244281.3;1.46E+07;0;2.59E+07
2074;3;239287.4;203998.8;233382.7;680055.4;14510.25;3444072;0;4815307
2074;4;82209.47;7300.328;116014.2;325576;29204.23;1981356;0;2541661
2074;5;447101;388809.4;584216.6;1608242;28500.56;2943822;0;6000691
2074;6;402619.7;32001.19;358379;1042678;27276.45;3454521;0;5317476
2074;7;142633.6;44868.87;365688.2;499030.2;16541.42;3258473;0;4327236
2074;8;458741.3;216223.4;570127.5;1330844;19700.1;4941692;0;7537328
2074;9;92940.46;103174.6;265412.5;621725.3;18420.09;2294853;0;3396526
2074;10;102181.6;178274.7;112056.8;250185;5398.214;1094896;0;1742992
2074;11;1821623;168330;1107662;4154671;101169.1;4.66E+07;0;5.39E+07
2074;12;42158.47;46845.79;231424.9;873315.8;8782.351;6063213;0;7265740
2074;13;153309.3;6311.358;306034.6;362803.1;33895.99;2806675;0;3669029
2074;14;38390.74;73914.71;51254.01;197311;986.9008;585383.8;0;947241.1
2074;15;2971.009;57118.78;57414.05;147655.6;10589.3;863319.6;0;1139068
2074;16;169535.9;1043403;136122.8;336671.7;27509.87;1702433;0;3415676
2074;17;0;16286.06;688495.9;936572.3;34421.19;7590332;0;9266107
2074;18;713630.2;301204;481448.5;2517455;58477.57;7531027;0;1.16E+07
2074;19;98755.84;34051.65;110653.5;483996.5;17640.31;2708297;0;3453395
2074;20;6311484;881863;869746.7;3970039;299507.3;2.06E+07;0;3.29E+07
2074;21;888348.4;205828.5;452708.4;1523055;171944.6;1.72E+07;0;2.05E+07
2074;22;1018679;91320.37;285173.1;970856.3;85411.37;2531897;0;4983337
2074;23;644906.1;66873.74;135205.4;630015.3;25192.22;4142612;0;5644805
2074;24;446852.2;189515.5;120719.7;359175.4;48882.46;2265414;0;3430560
2074;25;502077.1;100943.6;210123.8;1097860;19308.46;3836809;0;5767123
2074;26;88156.06;81197.67;192665.6;441611.4;8180.13;3096973;0;3908784
2074;27;0;0;0;0;0;0;0;0
2074;28;1.77E+07;8201157;9663593;2.98E+07;1382971;1.72E+08;0;2.39E+08
2075;1;423239.4;520976.7;171466.7;461803.4;27493.83;3650548;0;5255528
2075;2;2410315;3164841;1460342;4004099;245993;1.47E+07;0;2.60E+07
2075;3;239992.9;205355.5;234995.2;684877.8;14664.61;3468393;0;4848279
2075;4;82811.46;7407.86;117606.5;330053;29486.94;2003424;0;2570789
2075;5;449054.9;391982.3;588816.4;1621155;28761.54;2963688;0;6043457
2075;6;404391.4;32318.24;361963.7;1053131;27634.08;3480588;0;5360027
2075;7;143936.2;45696.83;372327.9;508184.9;16831.57;3305255;0;4392233
2075;8;467894.2;222861.9;587536.8;1371326;20252;5057868;0;7727738
2075;9;94671.3;106282.9;273042.4;639742.4;18851.9;2354403;0;3486994
2075;10;102845.3;180549.8;113402.4;253235.5;5460.442;1107626;0;1763120
2075;11;1830705;169371.2;1114340;4179929;101859;4.67E+07;0;5.41E+07
2075;12;42132.86;46810.43;231151.7;872439.8;8790.901;6053623;0;7254949
2075;13;153209.6;6319.925;306261.9;363129.2;33794.88;2801513;0;3664228
2075;14;38435.09;74224.25;51450.91;198090.8;1001.397;587294.9;0;950497.4
2075;15;2996.647;57947.98;58206.63;149728.1;10711.45;873611.2;0;1153202
2075;16;170068.6;1048805;136869.8;338586.1;27510.06;1712153;0;3433992
2075;17;0;16445.99;694687.1;945169.9;34782.14;7633559;0;9324644
2075;18;716288.1;304660;486669.7;2545169;59229.49;7597967;0;1.17E+07
2075;19;98180.42;33905.66;110165.8;481919.3;17568.14;2697560;0;3439299
2075;20;6275287;878970.8;866591.8;3956349;298280.1;2.05E+07;0;3.28E+07
2075;21;890146.5;207359.8;455917.8;1534003;172035.4;1.73E+07;0;2.06E+07
2075;22;1019668;91823.01;286783.9;976533.6;85992.84;2539536;0;5000337
2075;23;642805.6;66795.84;134989.4;629090;25265.82;4128587;0;5627533
2075;24;450863.2;191686.2;122067.5;363221.2;49266.45;2289040;0;3466144
2075;25;508484.4;103197.1;214610.1;1121409;19886.81;3905368;0;5872956
2075;26;89706.81;83394.84;197712.1;453205.2;8410.612;3168447;0;4000877
2075;27;0;0;0;0;0;0;0;0
2075;28;1.77E+07;8259991;9749976;3.00E+07;1389816;1.73E+08;0;2.40E+08
2076;1;426147.2;527102.6;173237.6;466730.7;27727.13;3677961;0;5298906
2076;2;2417068;3181538;1468346;4026780;247545.7;1.47E+07;0;2.61E+07
2076;3;240537.9;206534.3;236405.5;689125.3;14809.52;3490125;0;4877538
2076;4;83384.28;7516.145;119215.7;334571.8;29740.69;2025430;0;2599859
2076;5;450760.5;394876.1;592958.3;1632906;29005.48;2981244;0;6081750
2076;6;405944.6;32622.41;365385.3;1063110;27967.71;3505053;0;5400083
2076;7;145234.2;46546.14;379160.5;517605.7;17109.91;3353231;0;4458887
2076;8;477827.5;230352.2;606896.3;1416335;20801.27;5192772;0;7944985
2076;9;96501.41;109703.2;281411;659480;19268.06;2421316;0;3587680
2076;10;103488.3;182858.5;114752.2;256294.9;5517.274;1120582;0;1783494
2076;11;1839318;170302.2;1120399;4202909;102539.1;4.69E+07;0;5.43E+07
2076;12;42100.23;46751;230786.3;871210.3;8800.583;6042820;0;7242468
2076;13;152979.1;6322.182;306187.9;363098.1;33667.25;2792903;0;3655158
2076;14;38487.35;74518.18;51640.16;198841.4;1015.728;589249.9;0;953752.8
2076;15;3022.287;58808.53;59024.52;151865.4;10824.9;884274.1;0;1167820
2076;16;170613;1053984;137597.3;340456.9;27506.33;1721792;0;3451949
2076;17;0;16598.02;700678.8;953502.7;35118.18;7672820;0;9378718
2076;18;718264.8;307875.9;491515.4;2570890;59894.09;7655899;0;1.18E+07
2076;19;97604.21;33753.13;109654.5;479743.9;17502.16;2686893;0;3425151
2076;20;6235967;875323.3;862760.7;3939518;296965.3;2.04E+07;0;3.26E+07
2076;21;891332.7;208733.3;458798.2;1543856;171962.1;1.74E+07;0;2.06E+07
2076;22;1019884;92252.16;288174;981459.4;86488.55;2545007;0;5013265
2076;23;640796.1;66714.44;134772.2;628163.6;25348.38;4113952;0;5609747
2076;24;454649;193735.3;123350.9;367074.3;49610.13;2311158;0;3499578
2076;25;514910.5;105559.6;219301.9;1146022;20444.76;3976587;0;5982826
2076;26;91346.79;85871.27;203345.4;466137.9;8634.685;3247091;0;4102427
2076;27;0;0;0;0;0;0;0;0
2076;28;1.78E+07;8316752;9835756;3.03E+07;1395815;1.73E+08;0;2.41E+08
2077;1;429027.6;533220;175032.2;471724.9;27954.6;3704894;0;5341853
2077;2;2424005;3198007;1476336;4049388;249066.6;1.48E+07;0;2.62E+07
2077;3;241070.2;207682.5;237776.9;693272;14952.1;3511670;0;4906424
2077;4;83936.98;7623.555;120798.4;339025.8;29983.56;2047013;0;2628381
2077;5;452400.3;397605.2;596875.3;1644087;29245.12;2997369;0;6117581
2077;6;407392.3;32916.32;368706.8;1072807;28291.76;3527823;0;5437938
2077;7;146506.4;47377.95;385915.4;526924.3;17386.1;3400444;0;4524554
2077;8;487797.2;237859.1;626205.4;1461223;21369.08;5329998;0;8164452
2077;9;98311.03;113088.9;289777.4;679161;19692.3;2488469;0;3688499
2077;10;104120.7;185158.6;116086.7;259320.8;5572.198;1133447;0;1803706
2077;11;1847989;171185.3;1126245;4225162;103215;4.71E+07;0;5.45E+07
2077;12;42063.35;46683.23;230475.8;870092.5;8808.728;6032801;0;7230925
2077;13;152746.8;6325.351;306178.2;363136.7;33527.72;2783556;0;3645471
2077;14;38536.7;74825.81;51834.34;199607.3;1029.682;591241.5;0;957075.3
2077;15;3047.988;59676.24;59847.69;154015.1;10935.5;895060.2;0;1182583
2077;16;171163.8;1059114;138317;342307.3;27498.89;1731343;0;3469744
2077;17;0;16748.86;706778.8;961986.1;35456.34;7711708;0;9432678
2077;18;720154.1;311050.2;496333.1;2596435;60515.44;7711512;0;1.19E+07
2077;19;97021.13;33601.83;109166.6;477636.3;17428.82;2677027;0;3411881
2077;20;6196314;871792.1;859004.8;3922981;295522.5;2.03E+07;0;3.24E+07
2077;21;892460.5;210097;461703.4;1553746;171821.2;1.74E+07;0;2.07E+07
2077;22;1019964;92677.45;289548.1;986328.8;86952.27;2549928;0;5025399
2077;23;638762.6;66636.59;134561.8;627272.2;25426.78;4098894;0;5591554
2077;24;458441.8;195802.5;124636.2;370935.7;49944.2;2332887;0;3532647
2077;25;521276.3;107883.7;223946.5;1170378;21005.02;4046955;0;6091445
2077;26;92950.48;88319.81;209011.8;479074.4;8862.49;3322479;0;4200698
2077;27;0;0;0;0;0;0;0;0
2077;28;1.78E+07;8372959;9921099;3.05E+07;1401464;1.74E+08;0;2.42E+08
2078;1;431887.6;539363.8;176857;476798.7;28176.46;3731506;0;5384589
2078;2;2431124;3214141;1484277;4071825;250554.4;1.48E+07;0;2.63E+07
2078;3;241591.1;208796.1;239110.2;697317.4;15092.61;3533058;0;4934965
2078;4;84469.41;7729.411;122358;343417.8;30216.14;2068227;0;2656418
2078;5;453985.4;400364.8;600767.3;1655192;29481.35;3012169;0;6151959
2078;6;408793.8;33205.55;371965.5;1082325;28609.27;3549896;0;5474795
2078;7;147759.5;48192.19;392587.8;536133.4;17660.66;3447172;0;4589506
2078;8;497793.6;245276.9;645279.1;1505609;21954.18;5469082;0;8384995
2078;9;100099.9;116489.9;298137.4;698818.4;20124.22;2553747;0;3787417
2078;10;104742.8;187437.1;117402.5;262305.6;5625.202;1146156;0;1823669
2078;11;1856717;172040.1;1131959;4246970;103887.6;4.72E+07;0;5.48E+07
2078;12;42021.28;46604.93;230136.3;868867.3;8814.955;6019109;0;7215554
2078;13;152513.5;6329.606;306255;363261.7;33391.02;2777395;0;3639146
2078;14;38583.03;75153.45;52037;200400.6;1043.316;593278.8;0;960496.2
2078;15;3073.911;60543.91;60673.5;156169.6;11044.08;906050.6;0;1197556
2078;16;171727.6;1064239;139031.4;344143.6;27488.63;1740901;0;3487531
2078;17;0;16899.2;712988.4;970616.5;35796.61;7750271;0;9486572
2078;18;721992.4;314185.8;501104.7;2621732;61096.16;7765567;0;1.20E+07
2078;19;96429.39;33446.13;108669.4;475488.7;17352.92;2666911;0;3398297
2078;20;6156349;868287.9;855288.5;3906563;293958.6;2.02E+07;0;3.22E+07
2078;21;893561.3;211431;464574.1;1563512;171621.8;1.75E+07;0;2.08E+07
2078;22;1020016;93101.65;290915.3;991166.5;87386.34;2554770;0;5037356
2078;23;636707.9;66562.04;134359.1;626417.9;25501.52;4083624;0;5573172
2078;24;462241.3;197900.4;125951.3;374873.4;50266.9;2354381;0;3565614
2078;25;527579;110173.7;228545.2;1194488;21560.98;4116420;0;6198767
2078;26;94520;90738.28;214623.1;491875.5;9095.064;3394585;0;4295437
2078;27;0;0;0;0;0;0;0;0
2078;28;1.78E+07;8428634;1.00E+07;3.07E+07;1406801;1.75E+08;0;2.43E+08
2079;1;434726.1;545512.9;178710.8;481942.1;28392.5;3757812;0;5427097
2079;2;2438418;3230821;1492375;4094642;252010.6;1.49E+07;0;2.64E+07
2079;3;242099.8;209895.5;240420.8;701302.6;15230.98;3554268;0;4963217
2079;4;84982.38;7835.152;123898.9;347766.2;30435.59;2088825;0;2683743
2079;5;455535;403157.9;604651.6;1666256;29712.5;3026184;0;6185497
2079;6;410150.6;33489.24;375157.6;1091653;28920.15;3571260;0;5510631
2079;7;148996.1;48995.03;399197.3;545257;17933.5;3493527;0;4653907
2079;8;507816.4;252635.9;664157.6;1549593;22556.43;5609709;0;8606468
2079;9;101872.1;119891.6;306474.3;718411.9;20563.78;2618144;0;3885358
2079;10;105355;189683;118696.5;265242.8;5676.321;1158674;0;1843328
2079;11;1865491;172852.4;1137473;4268100;104557.4;4.74E+07;0;5.50E+07
2079;12;41973.45;46515.63;229764.6;867524.4;8819.286;6001073;0;7195670
2079;13;152276.7;6335.028;306398.9;363455.4;33256.21;2774067;0;3635789
2079;14;38622.47;75487.72;52242.59;201201.2;1056.634;595320;0;963930.6
2079;15;3100.08;61404.84;61498.7;158320.3;11150.76;917213.8;0;1212689
2079;16;172299.4;1069339;139736.7;345958.9;27476.08;1750561;0;3505371
2079;17;0;17043.51;719200.8;979251.8;36138.85;7788546;0;9540181
2079;18;723811;317287;505830;2646784;61637.53;7818768;0;1.21E+07
2079;19;95827.63;33290.44;108174;473343.9;17274.61;2656132;0;3384043
2079;20;6116083;864733.4;851560.6;3890053;292285.4;2.00E+07;0;3.21E+07
2079;21;894665.9;212761.7;467441.6;1573253;171367.4;1.75E+07;0;2.09E+07
2079;22;1020074;93520.76;292270;995952.5;87798.61;2559688;0;5049304
2079;23;634630.3;66483.95;134157.8;625568.2;25573.02;4068392;0;5554805
2079;24;466041.7;199984.1;127268.9;378812.7;50581.2;2375807;0;3598495
2079;25;533834.8;112429.7;233095.7;1218341;22113.41;4185277;0;6305092
2079;26;96061.91;93166.31;220236.9;504662.3;9332.696;3463767;0;4387228
2079;27;0;0;0;0;0;0;0;0
2079;28;1.78E+07;8484552;1.01E+07;3.10E+07;1411851;1.76E+08;0;2.44E+08
2080;1;437574.8;551675;180596.1;487155.6;28602.57;3783869;0;5469473
2080;2;2445975;3247176;1500430;4117290;253443.1;1.49E+07;0;2.65E+07
2080;3;242593.5;210951.7;241692.8;705180.2;15367.18;3575223;0;4991008
2080;4;85483.82;7937.992;125405.2;352021.5;30641.7;2108816;0;2710306
2080;5;457059.3;406043.5;608599.1;1677450;29938.03;3039720;0;6218810
2080;6;411467.2;33778.43;378357.1;1100996;29224.51;3591957;0;5545781
2080;7;150202.5;49785.45;405731.1;554279.7;18203.15;3538867;0;4717069
2080;8;517854.5;259954.7;682866.9;1593240;23175.41;5751346;0;8828437
2080;9;103630.4;123278.2;314769.9;737898.3;21010.56;2681786;0;3982373
2080;10;105957.8;191900.3;119970.2;268136;5725.617;1171009;0;1862699
2080;11;1874283;173632;1142786;4288592;105224.2;4.76E+07;0;5.52E+07
2080;12;41918.86;46424.93;229391.4;866171.7;8821.482;5978610;0;7171339
2080;13;152036.7;6341.294;306595.1;363701.6;33122.05;2773467;0;3635263
2080;14;38654.01;75833.28;52453.59;202017.6;1069.663;597348.4;0;967376.6
2080;15;3126.405;62250.35;62317.25;160453;11255.33;928431.2;0;1227834
2080;16;172873.1;1074462;140442.4;347771;27461.43;1760331;0;3523342
2080;17;0;17182.24;725390.8;987855.8;36482.89;7826540;0;9593452
2080;18;725618.9;320265.4;510424.8;2671168;62140.56;7871445;0;1.22E+07
2080;19;95218.09;33136.33;107682;471210.6;17193.83;2644061;0;3368501
2080;20;6075539;861145.8;847830.4;3873490;290509.3;1.99E+07;0;3.19E+07
2080;21;895784.8;214056.4;470258.2;1582821;171063;1.76E+07;0;2.09E+07
2080;22;1020186;93941.27;293624.6;1000725;88187.2;2564889;0;5061552
2080;23;632524.7;66397.95;133952.6;624697;25641.37;4053249;0;5536463
2080;24;469832.1;202082.3;128573;382723.4;50890.81;2397269;0;3631371
2080;25;540044.8;114656.4;237600.9;1241954;22657.55;4253623;0;6410536
2080;26;97573.7;95562.02;225717.7;517196.6;9575.491;3530445;0;4476071
2080;27;0;0;0;0;0;0;0;0
2080;28;1.78E+07;8539851;1.02E+07;3.12E+07;1416628;1.76E+08;0;2.46E+08
2081;1;440110.8;557423.2;182371.3;492051.7;28785.42;3806812;0;5507554
2081;2;2452325;3261773;1507741;4137865;254669.3;1.50E+07;0;2.66E+07
2081;3;242932.2;211824.1;242766.5;708481.8;15495.09;3593399;0;5014899
2081;4;85962.4;8041.458;126910.7;356277.3;30820.19;2128831;0;2736843
2081;5;458445;408844.7;612405.3;1688221;30150.13;3051980;0;6250047
2081;6;412589.1;34042.29;381314.8;1109650;29506.95;3610966;0;5578069
2081;7;151408.4;50609.85;412479.2;563588.6;18460.37;3585668;0;4782214
2081;8;528579.6;267989.3;703339.9;1641022;23785.78;5910409;0;9075125
2081;9;105479.8;126970.1;323708.9;758923.9;21441.81;2749713;0;4086237
2081;10;106557.8;194157.7;121261.8;271070.8;5771.257;1183536;0;1882356
2081;11;1882282;174286.3;1147237;4306053;105861.9;4.77E+07;0;5.54E+07
2081;12;41862.3;46325.39;228942.9;864592.2;8825.903;5955973;0;7146521
2081;13;151700.4;6343.122;306662.7;363772.1;32958.58;2769555;0;3630992
2081;14;38686.53;76221.23;52689.31;202922.6;1082.654;599494;0;971096.4
2081;15;3153.255;63117.69;63160.82;162650;11352.1;940123.9;0;1243558
2081;16;173478.5;1080012;141191.4;349690.2;27445.46;1770768;0;3542586
2081;17;0;17308.16;731249.9;996010.7;36806.96;7861646;0;9643021
2081;18;726942;322910;514531.3;2693013;62572.49;7917888;0;1.22E+07
2081;19;94609.66;32977.19;107177.8;469020.6;17117.62;2630218;0;3351121
2081;20;6033057;856910.1;843556.1;3854417;288693.8;1.98E+07;0;3.17E+07
2081;21;896458.9;215241.5;472830.6;1591559;170618.2;1.76E+07;0;2.10E+07
2081;22;1019675;94293.79;294772.3;1004781;88506.96;2568448;0;5070477
2081;23;630641.6;66320.26;133774.9;623950.6;25725.37;4039066;0;5519479
2081;24;473295.3;204095.9;129850.6;386526.4;51152.34;2417373;0;3662293
2081;25;546246.8;116950.7;242229.2;1266209;23172.96;4324484;0;6519293
2081;26;99160.05;98206.05;231734.9;530945.4;9809.476;3604316;0;4574172
2081;27;0;0;0;0;0;0;0;0
2081;28;1.78E+07;8593196;1.03E+07;3.14E+07;1420589;1.77E+08;0;2.47E+08
2082;1;442682.3;563059.8;184157.5;496951.1;28962.53;3829961;0;5545774
2082;2;2458813;3276235;1515020;4158312;255861.6;1.50E+07;0;2.67E+07
2082;3;243254;212672.5;243815.4;711712.1;15620.4;3611246;0;5038321
2082;4;86430.41;8143.498;128432.4;360550;30985.25;2148288;0;2762829
2082;5;459788;411635.9;616193.3;1698906;30355.15;3063655;0;6280533
2082;6;413733;34301.84;384217.3;1118146;29785.76;3630420;0;5610604
2082;7;152577.4;51429.78;419180.9;572831.5;18713.27;3631166;0;4845899
2082;8;539336.5;275932.5;723616.1;1688372;24414.35;6071372;0;9323043
2082;9;107308.1;130653.6;332612.7;779855.6;21878.23;2816265;0;4188573
2082;10;107147.7;196373.9;122529.8;273954;5815.102;1195909;0;1901729
2082;11;1890221;174947.2;1151644;4323427;106495;4.79E+07;0;5.55E+07
2082;12;41798.11;46229.53;228543.6;863145.3;8828.635;5933120;0;7121665
2082;13;151361.8;6345.669;306831.4;363937;32782.83;2765506;0;3626765
2082;14;38713.12;76573.87;52909.97;203769.5;1095.36;601566.6;0;974628.5
2082;15;3180.149;63975.42;63998.26;164831.7;11446.51;951730.3;0;1259162
2082;16;174072.7;1085635;141947.3;351618.7;27427.16;1781264;0;3561965
2082;17;0;17427.32;736990.9;1004006;37131.83;7896389;0;9691945
2082;18;728252.8;325480.1;518540.8;2714366;62963.7;7963977;0;1.23E+07
2082;19;93998.38;32818.1;106672.5;466826;17039.13;2614991;0;3332345
2082;20;5990390;852539.6;839212.3;3835014;286797.6;1.97E+07;0;3.15E+07
2082;21;897136.6;216401.7;475375.3;1600186;170125.3;1.77E+07;0;2.11E+07
2082;22;1019172;94633.75;295892.8;1008737;88800.15;2572095;0;5079330
2082;23;628723.7;66230.81;133587.6;623153.9;25806.42;4025066;0;5502569
2082;24;476724.1;206123.3;131129.8;390334.8;51407.2;2437524;0;3693243
2082;25;552383.2;119248.4;246846.8;1290396;23674.57;4394902;0;6627451
2082;26;100724.8;100782.8;237632.4;544424.3;10048.64;3677022;0;4670635
2082;27;0;0;0;0;0;0;0;0
2082;28;1.78E+07;8645831;1.03E+07;3.16E+07;1424262;1.78E+08;0;2.48E+08
2083;1;445297.7;568608.2;185951.6;501844.7;29133.71;3853163;0;5583999
2083;2;2465445;3290617;1522279;4178663;257020.2;1.51E+07;0;2.68E+07
2083;3;243572.5;213499.6;244842.6;714878.3;15743.83;3629130;0;5061667
2083;4;86889.25;8244.68;129932.1;364767.4;31136.98;2167352;0;2788322
2083;5;461077.3;414300.4;619808.1;1709148;30552.4;3074745;0;6309630
2083;6;414848.2;34555.52;387065.2;1126483;30058.22;3649336;0;5642346
2083;7;153728.7;52238.8;425812.8;581977.4;18963.43;3676206;0;4908928
2083;8;550171.6;283784.1;743696.9;1735296;25062.25;6235378;0;9573389
2083;9;109118.9;134292.1;341439.7;800590.3;22319.25;2882793;0;4290554
2083;10;107728;198565.7;123786.8;276814;5857.244;1208178;0;1920930
2083;11;1898082;175612.4;1156067;4340849;107123.4;4.81E+07;0;5.57E+07
2083;12;41727.55;46136.56;228161.1;861746;8830.318;5916614;0;7103216
2083;13;151021.1;6348.668;307025.8;364133.6;32579.46;2755807;0;3616916
2083;14;38733.2;76881.16;53109.55;204538.5;1107.678;603448.9;0;977819
2083;15;3207.061;64830.29;64832.97;167006.8;11538.49;963239.8;0;1274655
2083;16;174651.9;1091288;142703.1;353543.6;27406.06;1791783;0;3581375
2083;17;0;17537.54;742535.3;1011742;37457.08;7930725;0;9739997
2083;18;729548;327963.8;522442.9;2735168;63315.25;8009722;0;1.24E+07
2083;19;93385.09;32664.23;106178.3;464674.4;16958.65;2599357;0;3313217
2083;20;5947568;848135.2;834860.1;3815543;284806.6;1.96E+07;0;3.13E+07
2083;21;897819.4;217551.5;477893.3;1608722;169585.5;1.77E+07;0;2.11E+07
2083;22;1018644;94949.55;296962.2;1012516;89069.59;2575679;0;5087820
2083;23;626771.6;66129.84;133388.7;622299;25884.11;4011100;0;5485574
2083;24;480109.5;208161.1;132389.5;394102;51656.07;2457618;0;3724036
2083;25;558442.6;121532.5;251434.4;1314419;24160.93;4464736;0;6734725
2083;26;102271.9;103306;243426;557670.5;10292.98;3749194;0;4766162
2083;27;0;0;0;0;0;0;0;0
2083;28;1.78E+07;8697734;1.04E+07;3.18E+07;1427620;1.79E+08;0;2.49E+08
2084;1;447961.5;574167.8;187766.1;506763.7;29298.58;3876375;0;5622333
2084;2;2472232;3304501;1529409;4198627;258147.8;1.51E+07;0;2.69E+07
2084;3;243875.2;214327.1;245861.7;718020;15864.79;3646695;0;5084644
2084;4;87339.93;8345.34;131406;368924.2;31277.36;2186379;0;2813671
2084;5;462296;416823.5;623275.3;1718981;30742.07;3085058;0;6337176
2084;6;415939.5;34806.16;389878.8;1134718;30324.27;3667758;0;5673426
2084;7;154856.8;53034.95;432361.8;591010.6;19210.2;3720525;0;4970999
2084;8;561115.5;291543.3;763589.3;1781806;25729.19;6403224;0;9827007
2084;9;110915.5;137903.5;350215.9;821188.1;22764.94;2949185;0;4392173
2084;10;108298.5;200754;125040.4;279668.1;5897.716;1220384;0;1940043
2084;11;1905853;176245.5;1160245;4357519;107746.7;4.82E+07;0;5.59E+07
2084;12;41652.31;46050.7;227804.5;860432.4;8830.756;5902833;0;7087603
2084;13;150680.2;6351.931;307257;364366.5;32362.19;2743920;0;3604937
2084;14;38745.91;77178.01;53304.04;205286;1119.696;605231.8;0;980865.4
2084;15;3233.883;65686.54;65667.2;169181.3;11627.52;974561.7;0;1289958
2084;16;175213.7;1096935;143456.8;355460.1;27382.04;1802306;0;3600754
2084;17;0;17648.23;748040.3;1019415;37782.37;7964607;0;9787493
2084;18;730822.9;330366.5;526242.1;2755439;63626.95;8055102;0;1.25E+07
2084;19;92769.49;32511.74;105686.8;462532.4;16876.19;2583584;0;3293961
2084;20;5904627;843695.6;830498.7;3796000;282723.4;1.95E+07;0;3.11E+07
2084;21;898522.4;218652.3;480329.7;1616995;169004.1;1.78E+07;0;2.12E+07
2084;22;1018078;95248.02;297989.8;1016150;89311.27;2579142;0;5095919
2084;23;624790.4;66022.1;133181.5;621402.3;25957.94;3997002;0;5468357
2084;24;483444.8;210209.8;133655.4;397884.8;51895.06;2477544;0;3754634
2084;25;564425.8;123801.4;255991.7;1338274;24633.3;4534020;0;6841146
2084;26;103802.2;105772;249106.9;570669;10542.34;3821182;0;4861074
2084;27;0;0;0;0;0;0;0;0
2084;28;1.78E+07;8748582;1.05E+07;3.20E+07;1430679;1.79E+08;0;2.50E+08
2085;1;450665.8;579566.9;189568.7;511620.8;29457.1;3899535;0;5660415
2085;2;2479161;3319075;1536715;4219010;259243.8;1.52E+07;0;2.70E+07
2085;3;244163.1;215165.4;246881.1;721160.8;15983.37;3663961;0;5107315
2085;4;87779.48;8448.364;132904.5;373139.3;31406.79;2205289;0;2838968
2085;5;463432.2;419233.5;626620;1728472;30924.38;3094833;0;6363515
2085;6;417010.1;35045.45;392602.8;1142700;30584.15;3685707;0;5703649
2085;7;155978.1;53821.05;438841.5;599947.1;19455.01;3764860;0;5032903
2085;8;572160.5;299203.9;783281.1;1827882;26412.91;6574464;0;1.01E+07
2085;9;112695.7;141508.4;358973.1;841720.6;23213.68;3015183;0;4493294
2085;10;108858.3;202935.4;126290.9;282516.4;5936.492;1232533;0;1959071
2085;11;1913525;176885.3;1164428;4374222;108364;4.84E+07;0;5.61E+07
2085;12;41573.29;45971.55;227470.5;859195.6;8830.252;5891249;0;7074290
2085;13;150339.9;6354.978;307504.8;364611.9;32135.15;2730845;0;3591792
2085;14;38751.29;77437.43;53480.65;205967.2;1131.368;606882.1;0;983650.1
2085;15;3260.705;66549.83;66505.3;171365.3;11714.07;985818.4;0;1305214
2085;16;175756.7;1102524;144203.3;357357.7;27354.89;1812829;0;3620026
2085;17;0;17757.22;753455.1;1026960;38107.36;7998002;0;9834282
2085;18;732070.8;332782.3;530026.8;2775621;63899.88;8100034;0;1.25E+07
2085;19;92151.27;32355.16;105185.5;460350;16791.74;2568093;0;3274927
2085;20;5861605;839226.8;826117.3;3776351;280547.9;1.94E+07;0;3.10E+07
2085;21;899201.2;219735.3;482723;1625130;168376.3;1.78E+07;0;2.12E+07
2085;22;1017423;95529.7;298974.1;1019638;89525.45;2582257;0;5103347
2085;23;622782.8;65909.49;132966.7;620468.2;26027.74;3982704;0;5450859
2085;24;486725;212218.6;134909.6;401631.3;52124.07;2497250;0;3784859
2085;25;570328.5;126044.4;260506.6;1361900;25090.32;4602618;0;6946487
2085;26;105325.5;108189.2;254694.4;583457.4;10796.9;3893327;0;4955790
2085;27;0;0;0;0;0;0;0;0
2085;28;1.78E+07;8799475;1.06E+07;3.22E+07;1433435;1.80E+08;0;2.51E+08
2086;1;453072;584375.3;191211.1;516018.6;29587.27;3919702;0;5693967
2086;2;2485109;3332620;1543493;4237887;260159.3;1.52E+07;0;2.71E+07
2086;3;244302.2;215862.4;247732.2;723807.1;16094.63;3678340;0;5126139
2086;4;88200.98;8552.779;134423.7;377402.6;31512.21;2224386;0;2864479
2086;5;464418.5;421453.3;629835.8;1737500;31097.68;3103986;0;6388291
2086;6;417925.2;35280.59;395235.2;1150405;30825.37;3702171;0;5731843
2086;7;157108.3;54625.02;445463.4;609080.6;19687.52;3810981;0;5096946
2086;8;583797.3;307616;804755.4;1878136;27081.47;6762732;0;1.04E+07
