! Data imported from: X:\user\arpf\Environments\IMAGE_Materials\2_TIMER\outputlib\TIMER_3_4\IMAGE_Materials\SSP2\T2RT\endem\transport\trp_frgt_Tkm.out;;;;;;;;;
real main.em.dem.trp.frgt.ProjF.TkmGlobalTot[28,8](t) = [;;;;;;;;;
unit= million Tkm;;conversionfactor =0.001;;;;;;;
;;national shipping;train;medium truck;heavy truck;plane;international shipping;;total
t;DIM_ 1;class_ 1;class_ 2;class_ 3;class_ 4;class_ 5;class_ 6;class_ 7;class_ 8
1975;22;16694.76;0;6556.236;21340.63;408.2915;373483.7;0;418483.6
1975;23;1267110;86683.91;50212.02;254395.8;4842.925;4028903;0;5692147
1975;24;217637.3;26367.88;18172.82;58375.97;1567.025;718070.2;0;1040191
1975;25;20036.07;5005.948;2268.614;11382.5;346.7869;281987.9;0;321027.9
1975;26;714.1601;6185.522;2964.563;7131.928;297.0441;361379.9;0;378673.2
1975;27;0;0;0;0;0;0;0;0
1975;28;7537634;5166591;1324449;3857437;102162.6;5.49E+07;0;7.29E+07
1976;1;285578;333025.2;58817.59;142999.9;3338.965;1912113;0;2735872
1976;2;594527.1;2502992;634047.2;1542638;46192.92;5158058;0;1.05E+07
1976;3;0;4311.109;18925.47;52523;652.4456;185885.9;0;262297.9
1976;4;40094.52;726.7319;9534.059;26372.22;1329.47;1066035;0;1144092
1976;5;420132;90696.8;41643.25;112801.9;1456.736;602420.2;0;1269151
1976;6;193366.3;59654.04;42472.09;117951;1487.309;983423.3;0;1398354
1976;7;39070.04;5217.29;9817.123;12756.88;635.569;924986.9;0;992483.8
1976;8;36198.71;3629.857;8420.888;20484.65;718.7352;870525.5;0;939978.3
1976;9;18588.72;7712.347;3199.161;7768.401;502.3529;225055.9;0;262826.9
1976;10;0;50240.84;15480.54;36695.64;401.2787;543163.2;0;645981.5
1976;11;1975227;130830;287219.8;1080926;15683.44;2.78E+07;0;3.12E+07
1976;12;138179.4;47639.75;39355.5;149528.8;1209.905;2361861;0;2737774
1976;13;147092.4;5132.12;15658.87;17225.82;148.4728;200714.6;0;385972.3
1976;14;436533.5;358784.5;15365.88;59035.34;2066.267;251701.5;0;1123487
1976;15;218173.9;206257;5490.364;13396.51;1351.677;130661.5;0;575330.9
1976;16;1338394;1238326;33449.48;81731.47;8292.4;775875.9;0;3476070
1976;17;0;442.8484;29764.96;39238.54;3448.202;3343653;0;3416548
1976;18;49201.63;32043.54;8400.665;42018.6;630.1637;345826.3;0;478120.9
1976;19;53095.9;1236.78;2701.19;11416.25;485.3434;289015.1;0;357950.5
1976;20;56614.32;17617.97;13849.3;65422.62;1589.195;1231531;0;1386625
1976;21;55039.11;0;17164.85;55800.96;2489.538;998771.5;0;1129266
1976;22;18105.82;0;6722.737;21888.08;636.4744;436462.8;0;483815.9
1976;23;1246888;92117.05;53011;270314.5;5025.978;4140167;0;5807524
1976;24;195713.4;27006.19;18674.3;60335.63;1584.083;701673.6;0;1004987
1976;25;18759.78;5015.583;2387.246;11994.17;383.9823;261672.9;0;300213.7
1976;26;714.1543;5467.708;2897.499;6993.754;274.4216;339183.6;0;355531.1
1976;27;0;0;0;0;0;0;0;0
1976;28;7575288;5226124;1394471;4060258;102015.3;5.60E+07;0;7.44E+07
1977;1;288227.3;336889.3;59478.91;144635.1;3319.436;1774305;0;2606856
1977;2;540053.8;2513427;651986.1;1586214;48580.54;5031246;0;1.04E+07
1977;3;0;4582.093;19827.76;55029.28;688.0334;175717.9;0;255845
1977;4;41235.26;763.6766;10026.02;27761.87;1281.018;1136288;0;1217356
1977;5;344119.3;86260.88;41321.59;112206.3;1673.384;595724.4;0;1181306
1977;6;170495;56596.53;44915.61;124711.9;1707.748;981392.1;0;1379819
1977;7;40627.15;5390.147;10910.34;14194.36;723.626;1001300;0;1073146
1977;8;36706.73;3589.798;10540.48;25651.87;795.2604;942953.9;0;1020238
1977;9;19064.58;6522.497;3484.35;8470.484;507.5699;212252.5;0;250302
1977;10;0;52965.45;15101.33;35966.84;421.6064;490710.7;0;595165.9
1977;11;1780511;133379.4;297167.8;1124574;16468.94;2.62E+07;0;2.96E+07
1977;12;137805.5;49974.78;40539.57;154963;1276.07;2283110;0;2667669
1977;13;145707.9;5470.993;19183.3;21106.84;153.3946;208950.4;0;400572.8
1977;14;431726.9;359988.4;15545.94;59829.88;2125.303;247149;0;1116366
1977;15;215771.5;206635;5557.638;13572.67;1390.296;129555.2;0;572482.3
1977;16;1323663;1243899;33936.97;82972.45;8529.328;764156.3;0;3457157
1977;17;0;498.2045;34969.75;46130.69;4475.236;4009380;0;4095454
1977;18;43180.27;33335.1;8958.265;44911.86;680.8187;342876;0;473942.3
1977;19;112823.2;1577.364;3194.23;13572.72;603.9888;315276.3;0;447047.7
1977;20;56631.48;18936.89;14962.43;70963.21;1738.565;1123257;0;1286489
1977;21;55488.8;0;17513.31;56921.54;2362.057;1025843;0;1158129
1977;22;21774.8;0;7248.232;23606.13;623.1562;465964.2;0;519216.5
1977;23;1238912;97467.31;55094.42;282735.9;5309.324;4060691;0;5740210
1977;24;231623.8;27098.01;19498.39;63372.07;1625.371;636396.9;0;979614.5
1977;25;20330.25;5403.07;2488.309;12519.5;393.4256;240582;0;281716.5
1977;26;714.1484;5456.508;2603.618;6305.49;276.136;284640.1;0;299996
1977;27;0;0;0;0;0;0;0;0
1977;28;7297194;5256107;1446055;4212900;107729.6;5.47E+07;0;7.30E+07
1978;1;345875.1;348482;61549.97;149699.7;3403.406;1685088;0;2594098
1978;2;496691;2534176;674218.4;1640219;49407.32;4993109;0;1.04E+07
1978;3;0;5173.331;21288.1;59085.99;719.9143;161731.4;0;247998.7
1978;4;42888.68;800.6352;10530.45;29187.98;1478.811;1125915;0;1210801
1978;5;393533.8;86550.73;44515.32;121153.8;1735.519;558232.9;0;1205722
1978;6;141662;54744.93;47793.14;132682.6;1922.531;964284.2;0;1343089
1978;7;41729.03;5608.75;11850.96;15433.33;790.0653;1021864;0;1097276
1978;8;37558.43;3699.708;12318.15;29991.98;828.6129;999978.9;0;1084376
1978;9;19135.72;6560.167;3748.012;9121.809;515.6328;217063.8;0;256145.2
1978;10;0;52651.07;15882.42;38006.61;449.1852;435436.2;0;542425.4
1978;11;1696877;136446.2;311833.5;1186801;17428.02;2.59E+07;0;2.93E+07
1978;12;146157.2;51231.53;41794.89;160680;1353.679;2311247;0;2712464
1978;13;119119.7;4472.668;20968.35;23094.97;141.0902;212132.5;0;379929.3
1978;14;441034.4;366757.6;15861.74;61151.1;2184.339;260948.1;0;1147937
1978;15;220423.1;210933;5668.549;13856.02;1428.916;136978.6;0;589288.1
1978;16;1352204;1277094;34698.2;84886.42;8766.253;807901.9;0;3565551
1978;17;0;553.5606;41858.25;55254.06;4563.04;4079063;0;4181292
1978;18;43737.82;32373.15;9692.796;48705.74;749.0192;345893.3;0;481151.8
1978;19;104122.2;1981.393;4175.667;17843.53;655.0534;351567.5;0;480345.3
1978;20;61609.73;19714.81;16577.41;78931.33;1551.307;1080847;0;1259232
1978;21;57649.88;0;18018.52;58552.64;2607.135;1052390;0;1189218
1978;22;26804.93;0;7837.881;25532.5;848.5435;476715.2;0;537739
1978;23;1252929;101671.7;58614.84;302685.5;5562.896;3955863;0;5677326
1978;24;277089.8;27346.29;20095.79;65708.66;1745.37;592871.7;0;984857.6
1978;25;20470.62;6343.094;2894.856;14585.41;432.9354;226074.8;0;270801.7
1978;26;750.7753;5539.737;2987.3;7258.515;325.3243;244768.1;0;261629.7
1978;27;0;0;0;0;0;0;0;0
1978;28;7340054;5340906;1517274;4430110;111593.9;5.42E+07;0;7.30E+07
1979;1;334740.8;363938.8;64215.68;156212.3;3776.478;1671001;0;2593885
1979;2;402061.1;2603529;646819.3;1573483;52046.58;5252841;0;1.05E+07
1979;3;0;5074.791;24435.88;67827.3;878.5772;167431.9;0;265648.5
1979;4;62083.38;899.1642;10300.06;28577.68;1484.575;1108864;0;1212209
1979;5;457718.8;93795.97;46233.69;125989.2;1986.887;550467.6;0;1276192
1979;6;171552.4;55823.78;50433.82;139999.1;2290.543;1000620;0;1420720
1979;7;45300.74;5983.976;12644.27;16483.05;1043.513;1048137;0;1129592
1979;8;36400.98;3556.594;12304.01;29971.83;817.6992;1043434;0;1126485
1979;9;18681.26;5411.562;3840.398;9357.222;569.5043;223820.3;0;261680.3
1979;10;0;55839.78;13523.17;32512.28;433.5014;414384.7;0;516693.4
1979;11;2142052;136039.2;317417.3;1215176;17881.65;2.70E+07;0;3.08E+07
1979;12;135717.7;50512.53;41660.07;161032;1471.872;2332532;0;2722926
1979;13;57284.72;2753.852;18392.15;20279.82;159.976;203228.1;0;302098.6
1979;14;445832.3;357071.8;16354.68;63160.27;2243.375;269788.7;0;1154451
1979;15;222821;205512.6;5848.677;14308.77;1467.535;140915.6;0;590874.2
1979;16;1366921;1249312;35897.57;87873.15;9003.178;832656.9;0;3581663
1979;17;0;553.5606;46784.56;61793.79;4359.246;4209216;0;4322707
1979;18;63212.86;36438.43;10855.45;54670.92;737.0601;346072.3;0;511987
1979;19;198166.6;2217.768;5292.637;22745.59;659.5651;418908;0;647990.1
1979;20;49973.09;19207.55;18476.94;88320.66;1503.802;1172592;0;1350074
1979;21;58932.16;0;19090.62;62024.19;2832.082;1162232;0;1305111
1979;22;44856.48;0;8358.517;27235.52;736.6131;499343.6;0;580530.8
1979;23;1262410;103041.8;61127.29;317712.1;5305.099;4151340;0;5900936
1979;24;242153.3;27833.99;20582.26;67714.8;1750.782;586422.8;0;946457.9
1979;25;25233.09;6690.654;3334.251;16822.43;504.4528;232424.8;0;285009.7
1979;26;620.0996;5683.527;2658.086;6479.093;322.2939;229543.5;0;245306.5
1979;27;0;0;0;0;0;0;0;0
1979;28;7844725;5396722;1516881;4467763;116266.4;5.62E+07;0;7.56E+07
1980;1;412575.8;367978.8;64819.83;157711.2;3728.151;1599549;0;2606362
1980;2;264346.6;2468303;605757.7;1473526;52138.46;5346643;0;1.02E+07
1980;3;0;5345.775;27753.38;77039.75;999.9403;189535.1;0;300673.9
1980;4;50576.27;911.498;10326.96;28681.32;1413.304;1049843;0;1141752
1980;5;374884.6;96178.88;44170.73;120590.6;2011.946;545176.6;0;1183013
1980;6;152469.5;51022.79;52386.28;145393.7;2489.67;1036744;0;1440506
1980;7;37262.91;6257.146;13873.79;18104.76;1163.586;1063929;0;1140591
1980;8;38152.12;3627.424;13726.85;33452.39;921.2973;1017464;0;1107344
1980;9;18299.98;5324.082;4178.773;10192.94;590.0626;219330.2;0;257916
1980;10;0;64717.26;13842.01;33430.23;442.0453;435576.2;0;548007.8
1980;11;2016608;132858.6;315821.2;1215471;17704.49;2.78E+07;0;3.15E+07
1980;12;154912.3;49709.22;39105.83;152011.5;1508.666;2317271;0;2714518
1980;13;51647.61;2433.207;17837.64;19680.16;130.6525;178514.9;0;270244.2
1980;14;441319.4;357939.1;17553.37;67902.16;2295.83;274497.5;0;1161507
1980;15;220565.4;205629.6;6282.667;15383.9;1501.848;142544.5;0;591907.9
1980;16;1353087;1261076;38648.05;94662.49;9213.682;843364.1;0;3600052
1980;17;0;553.5605;48992.09;64750.96;4245.481;4313873;0;4432415
1980;18;76283.34;33990.79;11358.28;57331.24;722.275;344679;0;524364.9
1980;19;160497.4;2387.566;5123.526;22133.39;534.1891;463108.8;0;653784.9
1980;20;7674.456;20442.93;18113.69;86913.39;1594.685;1262946;0;1397685
1980;21;48227.26;0;19445.17;63163.91;3034.032;1278941;0;1412812
1980;22;41047.29;0;9372.32;30546;876.4097;505322.9;0;587164.9
1980;23;1248993;100969.1;61333.12;320730.1;5715.052;4165982;0;5903722
1980;24;273532.7;27742.41;20739.85;68626.52;1783.382;571131.9;0;963556.7
1980;25;28315.43;7192.204;3561.225;17992.01;557.0893;250879;0;308497
1980;26;317.4065;7168.376;3009.98;7360.657;331.8993;230233.5;0;248421.8
1980;27;0;0;0;0;0;0;0;0
1980;28;7471595;5279760;1487134;4402782;117648.1;5.74E+07;0;7.62E+07
1981;1;512680.3;356561.8;63154.59;153664.7;3716.917;1446164;0;2535942
1981;2;261137.7;2390664;608440.3;1480044;49321.14;5068493;0;9858099
1981;3;0;5616.759;31436.35;87269.41;1041.707;244887.7;0;370251.9
1981;4;44352.79;1010.027;10251.98;28476.01;1380.612;971880.3;0;1057352
1981;5;443688.2;92865.27;42723.55;116643.4;2264.427;531009.8;0;1229195
1981;6;177573.1;51050.48;53939.47;149708;2199.13;993005.5;0;1427476
1981;7;40600.8;6709.9;15317.12;19987.76;1223.167;1023599;0;1107437
1981;8;40728.54;3842.604;14286.16;34822.23;925.8237;954058.5;0;1048664
1981;9;18297.75;4385.07;4068.945;9927.217;594.069;192086.6;0;229359.7
1981;10;0;69642.53;14711.44;35541.62;473.6964;493793.6;0;614162.9
1981;11;1728590;128952.1;312985.1;1205267;17472.45;2.65E+07;0;2.99E+07
1981;12;147420.8;49209.68;36963.43;143777.8;1512.611;2137506;0;2516390
1981;13;55066.79;2475.521;17630.53;19468.48;128.6129;156717.5;0;251487.4
1981;14;455721.5;382357.9;17623.21;68184.95;2358.841;260040.3;0;1186287
1981;15;227763.4;220084;6301.349;15432.1;1543.067;133869.9;0;604993.9
1981;16;1397251;1348187;38795.34;95039.08;9466.562;796293.4;0;3685032
1981;17;0;553.5606;55553.09;73412.72;4238.114;4408771;0;4542529
1981;18;67638.23;36698.8;11909.37;60124.73;725.6487;329526.9;0;506623.7
1981;19;186251.7;42045.97;7130.03;30838.57;754.4999;459963.9;0;726984.6
1981;20;6347.222;21854.35;17604.38;84492.9;1706.949;1316908;0;1448914
1981;21;41972.56;0;19634.84;63782.02;3047.053;1328195;0;1456632
1981;22;42334.68;0;10416.68;33948.58;824.9089;496407.8;0;583932.7
1981;23;1005663;90917.04;61910.69;323894.5;5609.017;3981299;0;5469294
1981;24;266919.4;27575.42;21070.17;69756.75;1765.377;533646.4;0;920733.6
1981;25;25878.94;7719.869;3747.605;18936.59;550.3682;254282.4;0;311115.8
1981;26;312.8617;7312.125;3048.631;7457.925;310.7488;240883.2;0;259325.5
1981;27;0;0;0;0;0;0;0;0
1981;28;7194192;5348291;1500654;4429899;115155.5;5.53E+07;0;7.39E+07
1982;1;414866.7;327857.2;55888.07;135989.3;3381.794;1241739;0;2179722
1982;2;294016.2;2162251;607225.4;1477075;49620.85;4427314;0;9017501
1982;3;0;5530.537;31834.46;88383.78;1021.351;283470.3;0;410240.4
1982;4;48748.08;985.4015;10023.81;27843.91;1408.078;852459.9;0;941469.2
1982;5;488512.3;90954.3;43716.94;119236.7;2335.146;485832.7;0;1230588
1982;6;179770.7;44798.84;54265.83;150623.9;2834.694;893977.4;0;1326271
1982;7;53852;6249.521;16253.85;21202.57;1015.168;918576.1;0;1017149
1982;8;42386.05;3842.567;14965.09;36484.7;948.8238;821638.9;0;920266.2
1982;9;17608.45;3397.262;4189.715;10224.16;547.6415;158744.6;0;194711.9
1982;10;0;73100.7;15150.9;36603.66;458.1678;481999.7;0;607313.1
1982;11;1523506;121595.2;318213.1;1225942;17755.2;2.22E+07;0;2.54E+07
1982;12;134514.8;49320.32;35947.13;139847.8;1522.214;1784854;0;2146006
1982;13;57907.88;2559.834;18967.52;20961.42;125.1866;148618.5;0;249140.4
1982;14;474926;378422.5;17630.42;68221.45;2412.575;223807.8;0;1165421
1982;15;237361.7;218153.5;6297.658;15425.85;1578.216;115716.7;0;594533.6
1982;16;1456139;1336356;38804;95074.63;9682.205;686940.3;0;3622996
1982;17;0;830.3408;63252.88;83539.09;4400.048;4233700;0;4385722
1982;18;97529.38;43177.68;9745.347;49199.61;737.7385;290550.2;0;490940
1982;19;181898.2;43022.91;7759.174;33589.66;885.3073;420924.2;0;688079.4
1982;20;7545.242;23243.41;18938.85;90904.8;1708.224;1245772;0;1388112
1982;21;80373.61;0;19742.03;64136.28;3727.176;1252435;0;1420414
1982;22;42975.1;0;11092.16;36143.93;799.4533;464970.6;0;555981.2
1982;23;916796.4;86345.66;60078.46;314333.5;6483.526;3538638;0;4922676
1982;24;219989.1;27451.01;21857.21;72394.31;1884.592;470116.4;0;813692.6
1982;25;29600.26;9245.392;4157.938;21013.12;554.0916;227372.6;0;291943.4
1982;26;312.1681;6381.306;2739.978;6705.459;290.0148;226539.6;0;242968.5
1982;27;0;0;0;0;0;0;0;0
1982;28;7001135;5065072;1508738;4441101;118117.5;4.81E+07;0;6.63E+07
1983;1;308900.9;309649.3;54954.96;133723.8;3285.365;1128757;0;1939272
1983;2;237677;1823917;622563;1514377;51450.34;4096565;0;8346548
1983;3;0;6491.299;28378.78;78800.7;1003.033;306186.4;0;420860.2
1983;4;53373.49;1083.93;10326.5;28683.94;1486.2;806489.8;0;901443.8
1983;5;479110.8;92985.49;42376.93;115407.7;2367.53;458855.9;0;1191104
1983;6;189209;36591.08;54179.83;150403.3;2588.965;816596.1;0;1249568
1983;7;48994.36;6258.877;17332.35;22595.95;1115.181;874884.2;0;971180.9
1983;8;39100.51;3628.199;15238.28;37158.06;937.2728;736238.3;0;832300.6
1983;9;17607.87;3324.143;4191.026;10229.45;517.4885;137944.4;0;173814.4
1983;10;0;64956.78;15415.94;37224.26;487.8639;471292.3;0;589377.1
1983;11;1573262;118156.7;323932;1248011;17846.34;1.96E+07;0;2.29E+07
1983;12;128906.4;49808.43;36031.51;140114.6;1507.021;1608111;0;1964479
1983;13;57860;2209.695;20053.54;22175.77;135.1711;163968.2;0;266402.4
1983;14;465319.2;385111.6;17377.75;67244.36;2477.006;216682.1;0;1154212
1983;15;232560.5;223322.8;6200.573;15190.59;1620.364;112495.1;0;591390
1983;16;1426690;1365087;38238.2;93696.64;9940.777;668126.4;0;3601778
1983;17;0;830.3408;75718.6;99891.42;4652.123;4056882;0;4237975
1983;18;104451.1;45733.85;9464.668;47788.08;778.8734;281602.6;0;489819.2
1983;19;161995.2;44229.46;9617.751;41653.12;1074.495;409593;0;668163
1983;20;22495.28;26851.86;20870.52;100152.9;1835.066;1228705;0;1400910
1983;21;92071.81;0;21693.02;70482.92;3814.61;1238015;0;1426078
1983;22;43763.12;0;10734.03;34968.71;778.167;483259.8;0;573503.9
1983;23;859873.3;82202.2;62831.75;328575.7;6732.888;3367323;0;4707539
1983;24;213723;25000.23;21808.34;72248.93;1842.178;447731.6;0;782354.3
1983;25;31938.8;10630.43;4167.885;21065.6;515.7333;213714.5;0;282032.9
1983;26;314.1158;7888.453;2903.785;7108.62;300.3083;221153.2;0;239668.5
