year,region,region_name,shipping_type,source,ton_km_mega
1975,4,RCAM,international shipping,raw,953764.6
1975,5,BRA,international shipping,raw,564067.9
1975,6,RSAM,international shipping,raw,943972.1
1975,7,NAF,international shipping,raw,795766.1
1975,8,WAF,international shipping,raw,787367.4
1975,9,EAF,international shipping,raw,233069.9
1975,10,SAF,international shipping,raw,535065.9
1975,11,WEU,international shipping,raw,27919640.0
1975,12,CEU,international shipping,raw,2309525.0
1975,13,TUR,international shipping,raw,186988.5
1975,14,UKR,international shipping,raw,242322.1
1975,15,STAN,international shipping,raw,125242.5
1975,16,RUS,international shipping,raw,745040.3
1975,17,ME,international shipping,raw,2637728.0
1975,18,INDIA,international shipping,raw,333368.5
1975,19,KOR,international shipping,raw,250865.3
1975,20,CHN,international shipping,raw,1247240.0
1975,21,SEAS,international shipping,raw,916394.6
1975,22,INDO,international shipping,raw,373465.4
1975,23,JAP,international shipping,raw,4028706.0
1975,24,OCE,international shipping,raw,718035.0
1975,25,RSAS,international shipping,raw,281974.1
1975,26,RSAF,international shipping,raw,361392.8
1975,27,Unused,international shipping,raw,0.0
1975,28,World Total,international shipping,raw,54877440.0
1976,1,CAN,international shipping,raw,1912075.0
1976,2,USA,international shipping,raw,5157956.0
1976,3,MEX,international shipping,raw,185882.2
1976,4,RCAM,international shipping,raw,1066014.0
1976,5,BRA,international shipping,raw,602406.9
1976,6,RSAM,international shipping,raw,983404.0
1976,7,NAF,international shipping,raw,924968.8
1976,8,WAF,international shipping,raw,870508.4
1976,9,EAF,international shipping,raw,225051.5
1976,10,SAF,international shipping,raw,543152.5
1976,11,WEU,international shipping,raw,27750610.0
1976,12,CEU,international shipping,raw,2362740.0
1976,13,TUR,international shipping,raw,200710.7
1976,14,UKR,international shipping,raw,251696.5
1976,15,STAN,international shipping,raw,130658.9
1976,16,RUS,international shipping,raw,775860.7
1976,17,ME,international shipping,raw,3343588.0
1976,18,INDIA,international shipping,raw,345819.6
1976,19,KOR,international shipping,raw,289009.4
1976,20,CHN,international shipping,raw,1231507.0
1976,21,SEAS,international shipping,raw,998751.9
1976,22,INDO,international shipping,raw,436454.3
1976,23,JAP,international shipping,raw,4140086.0
1976,24,OCE,international shipping,raw,701659.8
1976,25,RSAS,international shipping,raw,261667.7
1976,26,RSAF,international shipping,raw,339176.9
1976,27,Unused,international shipping,raw,0.0
1976,28,World Total,international shipping,raw,56031420.0
1977,1,CAN,international shipping,raw,1774238.0
1977,2,USA,international shipping,raw,5031057.0
1977,3,MEX,international shipping,raw,175711.3
1977,4,RCAM,international shipping,raw,1136245.0
1977,5,BRA,international shipping,raw,595700.8
1977,6,RSAM,international shipping,raw,981355.2
1977,7,NAF,international shipping,raw,1001262.0
1977,8,WAF,international shipping,raw,942918.4
1977,9,EAF,international shipping,raw,212244.5
1977,10,SAF,international shipping,raw,490692.2
1977,11,WEU,international shipping,raw,26241890.0
1977,12,CEU,international shipping,raw,2283911.0
1977,13,TUR,international shipping,raw,208942.6
1977,14,UKR,international shipping,raw,247139.7
1977,15,STAN,international shipping,raw,129550.3
1977,16,RUS,international shipping,raw,764127.6
1977,17,ME,international shipping,raw,4009230.0
1977,18,INDIA,international shipping,raw,342863.2
1977,19,KOR,international shipping,raw,315264.4
1977,20,CHN,international shipping,raw,1123214.0
1977,21,SEAS,international shipping,raw,1025804.0
1977,22,INDO,international shipping,raw,465946.7
1977,23,JAP,international shipping,raw,4060539.0
1977,24,OCE,international shipping,raw,636372.9
1977,25,RSAS,international shipping,raw,240572.9
1977,26,RSAF,international shipping,raw,284629.3
1977,27,Unused,international shipping,raw,0.0
1977,28,World Total,international shipping,raw,54721420.0
1978,1,CAN,international shipping,raw,1685043.0
1978,2,USA,international shipping,raw,4992976.0
1978,3,MEX,international shipping,raw,161727.0
1978,4,RCAM,international shipping,raw,1125885.0
1978,5,BRA,international shipping,raw,558217.2
1978,6,RSAM,international shipping,raw,964258.6
1978,7,NAF,international shipping,raw,1021837.0
1978,8,WAF,international shipping,raw,999952.3
1978,9,EAF,international shipping,raw,217058.1
1978,10,SAF,international shipping,raw,435424.6
1978,11,WEU,international shipping,raw,25941830.0
1978,12,CEU,international shipping,raw,2312103.0
1978,13,TUR,international shipping,raw,212126.9
1978,14,UKR,international shipping,raw,260941.1
1978,15,STAN,international shipping,raw,136974.9
1978,16,RUS,international shipping,raw,807880.4
1978,17,ME,international shipping,raw,4078954.0
1978,18,INDIA,international shipping,raw,345884.1
1978,19,KOR,international shipping,raw,351558.1
1978,20,CHN,international shipping,raw,1080819.0
1978,21,SEAS,international shipping,raw,1052362.0
1978,22,INDO,international shipping,raw,476702.5
1978,23,JAP,international shipping,raw,3955758.0
1978,24,OCE,international shipping,raw,592855.9
1978,25,RSAS,international shipping,raw,226068.8
1978,26,RSAF,international shipping,raw,244761.5
1978,27,Unused,international shipping,raw,0.0
1978,28,World Total,international shipping,raw,54239960.0
1979,1,CAN,international shipping,raw,1670997.0
1979,2,USA,international shipping,raw,5252828.0
1979,3,MEX,international shipping,raw,167431.5
1979,4,RCAM,international shipping,raw,1108862.0
1979,5,BRA,international shipping,raw,550465.6
1979,6,RSAM,international shipping,raw,1000618.0
1979,7,NAF,international shipping,raw,1048134.0
1979,8,WAF,international shipping,raw,1043432.0
1979,9,EAF,international shipping,raw,223819.8
1979,10,SAF,international shipping,raw,414383.7
1979,11,WEU,international shipping,raw,26970280.0
1979,12,CEU,international shipping,raw,2333447.0
1979,13,TUR,international shipping,raw,203227.6
1979,14,UKR,international shipping,raw,269788.1
1979,15,STAN,international shipping,raw,140915.3
1979,16,RUS,international shipping,raw,832654.9
1979,17,ME,international shipping,raw,4209206.0
1979,18,INDIA,international shipping,raw,346071.4
1979,19,KOR,international shipping,raw,418906.9
1979,20,CHN,international shipping,raw,1172589.0
1979,21,SEAS,international shipping,raw,1162229.0
1979,22,INDO,international shipping,raw,499342.4
1979,23,JAP,international shipping,raw,4151330.0
1979,24,OCE,international shipping,raw,586421.3
1979,25,RSAS,international shipping,raw,232424.3
1979,26,RSAF,international shipping,raw,229542.9
1979,27,Unused,international shipping,raw,0.0
1979,28,World Total,international shipping,raw,56239340.0
1980,1,CAN,international shipping,raw,1599598.0
1980,2,USA,international shipping,raw,5346810.0
1980,3,MEX,international shipping,raw,189541.0
1980,4,RCAM,international shipping,raw,1049875.0
1980,5,BRA,international shipping,raw,545193.2
1980,6,RSAM,international shipping,raw,1036777.0
1980,7,NAF,international shipping,raw,1063962.0
1980,8,WAF,international shipping,raw,1017495.0
1980,9,EAF,international shipping,raw,219337.0
1980,10,SAF,international shipping,raw,435589.8
1980,11,WEU,international shipping,raw,27765610.0
1980,12,CEU,international shipping,raw,2318311.0
1980,13,TUR,international shipping,raw,178520.5
1980,14,UKR,international shipping,raw,274506.0
1980,15,STAN,international shipping,raw,142548.9
1980,16,RUS,international shipping,raw,843390.4
1980,17,ME,international shipping,raw,4314008.0
1980,18,INDIA,international shipping,raw,344689.8
1980,19,KOR,international shipping,raw,463123.3
1980,20,CHN,international shipping,raw,1262985.0
1980,21,SEAS,international shipping,raw,1278981.0
1980,22,INDO,international shipping,raw,505338.6
1980,23,JAP,international shipping,raw,4166112.0
1980,24,OCE,international shipping,raw,571149.8
1980,25,RSAS,international shipping,raw,250886.9
1980,26,RSAF,international shipping,raw,230240.7
1980,27,Unused,international shipping,raw,0.0
1980,28,World Total,international shipping,raw,57414580.0
1981,1,CAN,international shipping,raw,1446215.0
1981,2,USA,international shipping,raw,5068673.0
1981,3,MEX,international shipping,raw,244896.4
1981,4,RCAM,international shipping,raw,971914.8
1981,5,BRA,international shipping,raw,531028.3
1981,6,RSAM,international shipping,raw,993040.6
1981,7,NAF,international shipping,raw,1023635.0
1981,8,WAF,international shipping,raw,954092.3
1981,9,EAF,international shipping,raw,192093.4
1981,10,SAF,international shipping,raw,493811.0
1981,11,WEU,international shipping,raw,26531170.0
1981,12,CEU,international shipping,raw,2138538.0
1981,13,TUR,international shipping,raw,156723.0
1981,14,UKR,international shipping,raw,260049.5
1981,15,STAN,international shipping,raw,133874.7
1981,16,RUS,international shipping,raw,796321.6
1981,17,ME,international shipping,raw,4408927.0
1981,18,INDIA,international shipping,raw,329538.6
1981,19,KOR,international shipping,raw,459980.1
1981,20,CHN,international shipping,raw,1316955.0
1981,21,SEAS,international shipping,raw,1328242.0
1981,22,INDO,international shipping,raw,496425.3
1981,23,JAP,international shipping,raw,3981439.0
1981,24,OCE,international shipping,raw,533665.3
1981,25,RSAS,international shipping,raw,254291.5
1981,26,RSAF,international shipping,raw,240891.7
1981,27,Unused,international shipping,raw,0.0
1981,28,World Total,international shipping,raw,55286430.0
1982,1,CAN,international shipping,raw,1241729.0
1982,2,USA,international shipping,raw,4427279.0
1982,3,MEX,international shipping,raw,283468.1
1982,4,RCAM,international shipping,raw,852453.2
1982,5,BRA,international shipping,raw,485828.8
1982,6,RSAM,international shipping,raw,893970.3
1982,7,NAF,international shipping,raw,918568.9
1982,8,WAF,international shipping,raw,821632.4
1982,9,EAF,international shipping,raw,158750.2
1982,10,SAF,international shipping,raw,481995.9
1982,11,WEU,international shipping,raw,22229910.0
1982,12,CEU,international shipping,raw,1785674.0
1982,13,TUR,international shipping,raw,148617.4
1982,14,UKR,international shipping,raw,223806.1
1982,15,STAN,international shipping,raw,115715.8
1982,16,RUS,international shipping,raw,686934.9
1982,17,ME,international shipping,raw,4233666.0
1982,18,INDIA,international shipping,raw,290547.9
1982,19,KOR,international shipping,raw,420920.8
1982,20,CHN,international shipping,raw,1245762.0
1982,21,SEAS,international shipping,raw,1252425.0
1982,22,INDO,international shipping,raw,464966.9
1982,23,JAP,international shipping,raw,3538610.0
1982,24,OCE,international shipping,raw,470112.7
1982,25,RSAS,international shipping,raw,227370.8
1982,26,RSAF,international shipping,raw,226537.8
1982,27,Unused,international shipping,raw,0.0
1982,28,World Total,international shipping,raw,48127250.0
1983,1,CAN,international shipping,raw,1128695.0
1983,2,USA,international shipping,raw,4096341.0
1983,3,MEX,international shipping,raw,306169.7
1983,4,RCAM,international shipping,raw,806445.9
1983,5,BRA,international shipping,raw,458830.9
1983,6,RSAM,international shipping,raw,816551.6
1983,7,NAF,international shipping,raw,874836.7
1983,8,WAF,international shipping,raw,736198.1
1983,9,EAF,international shipping,raw,137936.9
1983,10,SAF,international shipping,raw,471266.6
1983,11,WEU,international shipping,raw,19644330.0
1983,12,CEU,international shipping,raw,1608811.0
1983,13,TUR,international shipping,raw,163959.3
1983,14,UKR,international shipping,raw,216670.3
1983,15,STAN,international shipping,raw,112489.0
1983,16,RUS,international shipping,raw,668090.0
1983,17,ME,international shipping,raw,4056661.0
1983,18,INDIA,international shipping,raw,281587.3
1983,19,KOR,international shipping,raw,409570.7
1983,20,CHN,international shipping,raw,1228638.0
1983,21,SEAS,international shipping,raw,1237948.0
1983,22,INDO,international shipping,raw,483233.5
1983,23,JAP,international shipping,raw,3367139.0
1983,24,OCE,international shipping,raw,447707.2
1983,25,RSAS,international shipping,raw,213702.8
1983,26,RSAF,international shipping,raw,221141.1
1983,27,Unused,international shipping,raw,0.0
1983,28,World Total,international shipping,raw,44194950.0
1984,1,CAN,international shipping,raw,1212045.0
1984,2,USA,international shipping,raw,4287999.0
1984,3,MEX,international shipping,raw,318926.0
1984,4,RCAM,international shipping,raw,806929.5
1984,5,BRA,international shipping,raw,464877.7
1984,6,RSAM,international shipping,raw,779142.9
1984,7,NAF,international shipping,raw,886724.3
1984,8,WAF,international shipping,raw,656153.9
1984,9,EAF,international shipping,raw,137902.6
1984,10,SAF,international shipping,raw,453449.4
1984,11,WEU,international shipping,raw,19395760.0
1984,12,CEU,international shipping,raw,1647493.0
1984,13,TUR,international shipping,raw,192247.6
1984,14,UKR,international shipping,raw,240088.2
1984,15,STAN,international shipping,raw,125742.7
1984,16,RUS,international shipping,raw,743450.2
1984,17,ME,international shipping,raw,3875996.0
1984,18,INDIA,international shipping,raw,292733.9
1984,19,KOR,international shipping,raw,464864.4
1984,20,CHN,international shipping,raw,1341257.0
1984,21,SEAS,international shipping,raw,1351333.0
1984,22,INDO,international shipping,raw,528892.3
1984,23,JAP,international shipping,raw,3535429.0
1984,24,OCE,international shipping,raw,460089.4
1984,25,RSAS,international shipping,raw,226315.2
1984,26,RSAF,international shipping,raw,214568.5
1984,27,Unused,international shipping,raw,0.0
1984,28,World Total,international shipping,raw,44640410.0
1985,1,CAN,international shipping,raw,1379075.0
1985,2,USA,international shipping,raw,4801011.0
1985,3,MEX,international shipping,raw,325088.8
1985,4,RCAM,international shipping,raw,813868.1
1985,5,BRA,international shipping,raw,484857.6
1985,6,RSAM,international shipping,raw,750856.9
1985,7,NAF,international shipping,raw,914020.1
1985,8,WAF,international shipping,raw,608595.8
1985,9,EAF,international shipping,raw,144886.1
1985,10,SAF,international shipping,raw,443948.3
