,wt%,BEV,FCV,HEV,ICE,PHEV,Trolley
midi_bus,2001,0.0013354875285681506,0.0,66688.50275545187,0.0,0.0,0.0
midi_bus,2002,0.0008937438790388737,0.0,67926.03569216846,0.0,0.0,0.0
midi_bus,2003,0.000574502240369711,0.0,72435.81689686615,0.0,0.0,0.0
midi_bus,2004,0.0003540773496639297,0.0,83395.07517960394,0.0,0.0,0.0
midi_bus,2005,0.00020889919028512557,0.0,99712.10947380413,0.0,0.0,0.0
midi_bus,2006,0.00011962790010428165,0.0,133253.7415222149,0.0,0.0,0.0
midi_bus,2007,0.00018716147332867354,0.0,203735.79935181787,0.0,0.0,0.0
midi_bus,2008,0.00022051193622537753,0.0,331841.1552517063,0.0,0.0,0.0
midi_bus,2009,0.00028225559323828936,0.0,432647.767962397,0.0,0.0,0.0
midi_bus,2010,0.0006985478799059558,0.0,580679.5146538762,0.0,0.0,0.0
midi_bus,2011,0.00275065671298037,0.0,705226.566693393,0.0,0.0,0.0
midi_bus,2012,0.003669826823079542,0.0,814618.1423483525,0.0,0.0,0.0
midi_bus,2013,0.005900202187800845,0.0,920218.8130600203,0.0,0.0,0.0
midi_bus,2014,0.009145214585014235,0.0,1030242.6446146802,0.0,0.0,0.0
midi_bus,2015,0.012748641488777928,0.0,1168399.6235273394,0.0,0.0,0.0
midi_bus,2016,0.017778712631431152,0.0,1300785.05423496,0.0,0.0,0.0
midi_bus,2017,0.02913899305325166,0.0,1441956.9253996909,0.0,0.0,0.0
midi_bus,2018,0.04233334340412427,0.0,1604675.520046043,0.0,0.0,0.0
midi_bus,2019,0.05917487514764555,0.0,1786026.152011284,0.0,0.0,0.0
midi_bus,2020,0.07974296009111405,0.0,1975690.0425950189,0.0,0.0,0.0
midi_bus,2021,513.9587865255819,0.0,2042693.4745938121,0.0,0.0,0.0
midi_bus,2022,2666.06495859473,0.0,1951325.729975002,0.0,0.0,0.0
midi_bus,2023,18937.934779526026,0.0,2187188.7515721396,0.0,0.0,0.0
midi_bus,2024,79668.72124636719,0.0,2292766.834034594,0.0,0.0,0.0
midi_bus,2025,218012.1479935804,0.0,2274064.889189939,0.0,0.0,0.0
midi_bus,2026,512151.24144180474,0.0,2267218.620971162,0.0,0.0,0.0
midi_bus,2027,1028936.0948714187,0.0,2238462.053275268,0.0,0.0,0.0
midi_bus,2028,1878065.05007079,0.0,2174899.0755170668,0.0,0.0,0.0
midi_bus,2029,3200801.415955083,0.0,2086278.1643049747,0.0,0.0,0.0
midi_bus,2030,5219924.794004373,0.0,1974260.4282811137,0.0,0.0,0.0
midi_bus,2031,7555820.397184789,0.0,1837765.4625883314,0.0,0.0,0.0
midi_bus,2032,10260878.494349524,0.0,1692387.7862736073,0.0,0.0,0.0
midi_bus,2033,13508373.2592322,0.0,1566293.2684513908,0.0,0.0,0.0
midi_bus,2034,17107640.191993892,0.0,1423233.9944727963,0.0,0.0,0.0
midi_bus,2035,21166260.22866052,0.0,1275563.1724099105,0.0,0.0,0.0
midi_bus,2036,25896060.48554757,0.0,1143834.9785727651,0.0,0.0,0.0
midi_bus,2037,31258333.178379584,0.0,1019683.0291102923,0.0,0.0,0.0
midi_bus,2038,37242206.51190859,0.0,900726.2167726972,0.0,0.0,0.0
midi_bus,2039,43948076.68655179,0.0,787647.018446014,0.0,0.0,0.0
midi_bus,2040,51410281.03429072,0.0,679691.0792658895,0.0,0.0,0.0
midi_bus,2041,59538597.56396775,0.0,582101.9616419091,0.0,0.0,0.0
midi_bus,2042,68449367.94002071,0.0,496259.09952581825,0.0,0.0,0.0
midi_bus,2043,78264286.7695325,0.0,421848.67400702025,0.0,0.0,0.0
midi_bus,2044,88964450.59919113,0.0,357850.97516196955,0.0,0.0,0.0
midi_bus,2045,100469876.16903414,0.0,302913.3387383348,0.0,0.0,0.0
