,wt%,BEV,FCV,HEV,ICE,PHEV,Trolley
HFT,1974,0.0,0.0,261.9511915789687,0.0,18.26081718543263,0.0
HFT,1975,0.0,0.0,338.76537292287964,0.0,24.1657168130834,0.0
HFT,1976,0.0,0.0,434.05333939664774,0.0,31.063872281904228,0.0
HFT,1977,0.0,0.0,502.5050755913856,0.0,34.83744922024639,0.0
HFT,1978,0.0,0.0,571.9677117363178,0.0,37.33052902385857,0.0
HFT,1979,0.0,0.0,665.9074369809681,0.0,42.63973765082714,0.0
HFT,1980,0.0,0.0,696.7107828391013,0.0,40.09268936589128,0.0
HFT,1981,0.0,0.0,714.1698189078799,0.0,42.43748354953066,0.0
HFT,1982,0.0,0.0,734.8383902020306,0.0,43.71457490899648,0.0
HFT,1983,0.0,0.0,746.6538186744604,0.0,43.46973356790913,0.0
HFT,1984,0.0,0.0,812.3638858633554,0.0,45.56991887752712,0.0
HFT,1985,0.0,0.0,944.8630989999249,0.0,53.62473266326929,0.0
HFT,1986,0.0,0.0,1182.3806010404212,0.0,74.28121051350382,0.0
HFT,1987,0.0,0.0,1455.5207921762878,0.0,97.24020468845563,0.0
HFT,1988,0.0,0.0,1737.920952055733,0.0,121.06897308838509,0.0
HFT,1989,0.0,0.0,2004.0095326313822,0.0,150.42244386297892,0.0
HFT,1990,0.0,0.0,2248.1519074553216,0.0,183.74039315803324,0.0
HFT,1991,0.0,0.0,2443.69541229863,0.0,204.88376225029043,0.0
HFT,1992,0.0,0.0,2587.429391944295,0.0,224.4035307562851,0.0
HFT,1993,0.0,0.0,2688.3654384249326,0.0,243.22065580428372,0.0
HFT,1994,0.0,0.0,2838.299440139909,0.0,256.5597650731653,0.0
HFT,1995,0.0,0.0,3014.495404454084,0.0,280.3070532841032,0.0
HFT,1996,0.0,0.0,3057.1961243005894,0.0,287.5371568695993,0.0
HFT,1997,0.0,0.0,3171.8115273808344,0.0,307.8989613832507,0.0
HFT,1998,0.0,0.0,3262.621428783097,0.0,335.76515966028296,0.0
HFT,1999,0.0,0.0,3109.8754642013027,0.0,310.63009705494443,0.0
HFT,2000,0.0,0.0,3013.8502477681172,0.0,291.5771155495144,0.0
HFT,2001,0.0,0.0,2769.3285055856873,0.0,260.92487979393417,0.0
HFT,2002,0.0,0.0,2640.687902329843,0.0,249.6975677765254,0.0
HFT,2003,0.0,0.0,2609.4437454331533,0.0,255.44784618651428,0.0
HFT,2004,0.0,0.0,2691.108416570124,0.0,271.23033564361975,0.0
HFT,2005,0.0,0.0,2763.6019436614847,0.0,286.1869164857736,0.0
HFT,2006,0.0,0.0,2898.2964061788052,0.0,304.8632303380981,0.0
HFT,2007,0.0,0.0,3040.686937207476,0.0,323.4148483899056,0.0
HFT,2008,0.0,0.0,3211.447117615709,0.0,350.63843362354544,0.0
HFT,2009,0.0,0.0,3299.562461560806,0.0,368.13214075449383,0.0
