,wt%,BEV,FCV,HEV,ICE,PHEV,Trolley
midi_bus,2027,1339969.17886796,0.0,1974637.1829864979,0.0,0.0,0.0
midi_bus,2028,2469696.665643245,0.0,1894905.0190593624,0.0,0.0,0.0
midi_bus,2029,4130884.274793083,0.0,1796015.1480648268,0.0,0.0,0.0
midi_bus,2030,6532704.3438482825,0.0,1678119.6497755793,0.0,0.0,0.0
midi_bus,2031,9192532.976854313,0.0,1541121.5183821975,0.0,0.0,0.0
midi_bus,2032,12188822.247388182,0.0,1401642.2721633448,0.0,0.0,0.0
midi_bus,2033,15741912.887613336,0.0,1283038.5732244796,0.0,0.0,0.0
midi_bus,2034,19584923.076093066,0.0,1152057.5093758327,0.0,0.0,0.0
midi_bus,2035,23950239.27744998,0.0,1027343.9471665997,0.0,0.0,0.0
midi_bus,2036,28977880.586501777,0.0,916634.9512841636,0.0,0.0,0.0
midi_bus,2037,34586072.33128922,0.0,814432.0920542206,0.0,0.0,0.0
midi_bus,2038,40807067.23189481,0.0,718941.9499801211,0.0,0.0,0.0
midi_bus,2039,47780185.93201336,0.0,629913.2547224981,0.0,0.0,0.0
midi_bus,2040,55540725.92649983,0.0,547077.5443070604,0.0,0.0,0.0
midi_bus,2041,64299708.120949544,0.0,473994.9245636775,0.0,0.0,0.0
midi_bus,2042,74087382.19655098,0.0,409431.29078474856,0.0,0.0,0.0
midi_bus,2043,85088614.75478241,0.0,352947.94561320153,0.0,0.0,0.0
midi_bus,2044,97473333.5654235,0.0,303851.8698493074,0.0,0.0,0.0
